left,right,imux,imuy,imuz,gyrox,gyroy,gyroz,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509599204.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509599205.06
0.0,0.0,-0.0123899617576,0.00543219839401,1.00867000715,0.304263627065,0.76064011878,-0.152122745869,1509599205.16
0.0,0.0,-0.010498,0.00976562,1.01001,-0.45639,-0.608521,-0.45639,1509599205.26
0.0,0.0,-0.00976562,0.00640869,1.01355,0.45639,0.0,0.608521,1509599205.36
0.0,0.0,-0.00457765164151,0.00701904291062,1.0139798455,7.25413060582e-06,-0.152100983478,-0.30426,1509599205.46
0.0,0.0,-0.00476083604272,-0.000792627538254,1.01378986935,0.456353729347,-0.608535508261,0.304267254131,1509599205.56
0.0,0.0,-0.0023197329018,0.0085446755275,1.01038030971,-0.304194712753,0.152151762392,0.760574831557,1509599205.66
0.0,0.0,-0.00219757995565,-0.000670461494886,1.01080003934,0.152140881196,0.152119118804,0.760629237537,1509599205.76
0.0,0.0,-0.00585938,0.0147095,1.00854,0.15213,0.15213,0.45639,1509599205.86
0.0,0.0,-0.0148926,0.00939941,1.0174,0.15213,0.760651,0.45639,1509599205.96
0.0,0.0,-0.000489194861097,0.0106808158243,1.01854934864,-1.45082612116e-05,-0.152115491739,-5.80331402141e-05,1509599206.06
0.0,0.0,-0.00671403007081,0.00262451,1.01355007272,9.06767517822e-05,1.81353265146e-05,0.304278135327,1509599206.16
0.0,0.0,-0.0123901218272,0.010497970901,1.01470941111,-0.304278135327,0.760632864673,-0.760687270534,1509599206.26
0.0,0.0,-0.0152579850905,0.0195287189018,1.00201187755,0.456444406099,-0.608484729228,0.456371864673,1509599206.36
0.0,0.0,-0.0144043,0.0107422,1.01135,-0.608521,0.760651,-0.760651,1509599206.46
0.0,0.0,-0.00488281,0.00323486,1.01099,0.912781,1.21704,0.760651,1509599206.56
0.0,0.0,-0.00164895844861,0.00622511124025,1.0114097046,0.0,-0.304209221086,0.912704831462,1509599206.66
0.0,0.0,-0.0228864886942,0.0125112934163,1.01067946094,0.304285389457,-0.152155389457,1.0647322738,1509599206.76
0.0,0.0,-0.00769022627351,0.00683636782562,1.01384983811,0.152079221086,0.456364610543,-0.304310779081,1509599206.86
0.0,0.0,-0.0101934820661,0.010619808965,1.01093009155,0.152100983478,-2.90165224233e-05,0.152042950433,1509599206.96
0.0,0.0,-0.0173324982381,0.0122689265503,1.01056193215,-0.152188033045,-0.456360983478,0.151955900675,1509599207.06
0.0,0.0,0.00787354,0.00372314,1.00385,0.760651,-0.15213,-0.15213,1509599207.16
0.0,0.0,-0.0089116931507,0.0159269520042,1.01074034118,-0.304390574565,0.608390425435,-0.912846286961,1509599207.26
0.0,0.0,-0.0164798928904,0.0150738009706,1.01159995923,3.26435877262e-05,0.912650425435,-0.304423217939,1509599207.36
0.0,0.0,-0.0024414245507,-0.0050626312629,1.00049357867,0.760723541068,3.62706530291e-05,-0.456172376082,1509599207.46
0.0,0.0,-0.00738564290227,0.00854670987674,1.00946080109,-0.152202541306,-0.304223729347,-1.36917,1509599207.56
0.0,0.0,-0.0126947237346,0.0020778091529,1.0069007999,0.760690897718,1.06475040913,0.152090102282,1509599207.66
0.0,0.0,-0.00842285,0.00445557,1.00604,0.0,1.06491,-0.45639,1509599207.76
0.0,0.0,-0.0134891841595,0.00891145013375,1.02422522948,7.9795436664e-05,-0.760371715709,0.152249693417,1509599207.86
0.0,0.0,-0.0142215143123,0.00348050176096,1.00586363064,0.15213,0.760651,-0.151912375796,1509599207.96
0.0,0.0,-0.00939941,0.00927734,1.01007,0.15213,-0.15213,0.608521,1509599208.06
0.0,0.0,-0.0146481729967,0.010373502883,1.01270081205,-0.15213,-0.152271455857,0.000141455546813,1509599208.16
0.0,0.0,-0.00842275541425,0.00933860700951,1.00702213862,0.456484304008,0.152365759555,0.760556695992,1509599208.26
0.0,0.0,-0.0104371513459,0.0048221772682,1.01483037813,-0.152177151849,-0.760462392294,-0.152177151849,1509599208.36
0.0,0.0,-0.0109850980187,0.00927768632334,1.01159989653,0.456440779248,0.608419441838,0.30426,1509599208.46
0.0,0.0,-0.00738539261021,0.00464148142551,1.00800154543,0.151926884343,0.304107663257,-0.000152336742722,1509599208.56
0.0,0.0,-0.00799561,0.0108643,1.01276,0.45639,-0.30426,0.15213,1509599208.66
0.0,0.0,-0.0101940787068,0.00921657193405,1.0104388842,0.152021188041,0.608248969745,-0.000108811959087,1509599208.76
0.0,0.0,-0.0104375675202,0.0105578121486,1.00988788284,0.15213,5.44059795437e-05,-5.44059795437e-05,1509599208.86
